# hfid = 0.700000
1.607143e+01 1.500000e+01 1.714286e+01
1.821429e+01 1.714286e+01 1.928571e+01
2.035714e+01 1.928571e+01 2.142857e+01
2.250000e+01 2.142857e+01 2.357143e+01
2.464286e+01 2.357143e+01 2.571429e+01
2.678571e+01 2.571429e+01 2.785714e+01
2.892857e+01 2.785714e+01 3.000000e+01
3.107143e+01 3.000000e+01 3.214286e+01
3.321429e+01 3.214286e+01 3.428571e+01
3.535714e+01 3.428571e+01 3.642857e+01
3.750000e+01 3.642857e+01 3.857143e+01
3.964286e+01 3.857143e+01 4.071429e+01
4.178571e+01 4.071429e+01 4.285714e+01
4.392857e+01 4.285714e+01 4.500000e+01
4.607143e+01 4.500000e+01 4.714286e+01
4.821429e+01 4.714286e+01 4.928571e+01
5.035714e+01 4.928571e+01 5.142857e+01
5.250000e+01 5.142857e+01 5.357143e+01
5.464286e+01 5.357143e+01 5.571429e+01
5.678571e+01 5.571429e+01 5.785714e+01
5.892857e+01 5.785714e+01 6.000000e+01
6.107143e+01 6.000000e+01 6.214286e+01
6.321429e+01 6.214286e+01 6.428571e+01
6.535714e+01 6.428571e+01 6.642857e+01
6.750000e+01 6.642857e+01 6.857143e+01
6.964286e+01 6.857143e+01 7.071429e+01
7.178571e+01 7.071429e+01 7.285714e+01
7.392857e+01 7.285714e+01 7.500000e+01
7.607143e+01 7.500000e+01 7.714286e+01
7.821429e+01 7.714286e+01 7.928571e+01
8.035714e+01 7.928571e+01 8.142857e+01
8.250000e+01 8.142857e+01 8.357143e+01
8.464286e+01 8.357143e+01 8.571429e+01
8.678571e+01 8.571429e+01 8.785714e+01
8.892857e+01 8.785714e+01 9.000000e+01
9.107143e+01 9.000000e+01 9.214286e+01
9.321429e+01 9.214286e+01 9.428571e+01
9.535714e+01 9.428571e+01 9.642857e+01
9.750000e+01 9.642857e+01 9.857143e+01
9.964286e+01 9.857143e+01 1.007143e+02
1.017857e+02 1.007143e+02 1.028571e+02
1.039286e+02 1.028571e+02 1.050000e+02
1.060714e+02 1.050000e+02 1.071429e+02
1.082143e+02 1.071429e+02 1.092857e+02
1.103571e+02 1.092857e+02 1.114286e+02
1.125000e+02 1.114286e+02 1.135714e+02
1.146429e+02 1.135714e+02 1.157143e+02
1.167857e+02 1.157143e+02 1.178571e+02
1.189286e+02 1.178571e+02 1.200000e+02
1.210714e+02 1.200000e+02 1.221429e+02
1.232143e+02 1.221429e+02 1.242857e+02
1.253571e+02 1.242857e+02 1.264286e+02
1.275000e+02 1.264286e+02 1.285714e+02
1.296429e+02 1.285714e+02 1.307143e+02
1.317857e+02 1.307143e+02 1.328571e+02
1.339286e+02 1.328571e+02 1.350000e+02
1.360714e+02 1.350000e+02 1.371429e+02
1.382143e+02 1.371429e+02 1.392857e+02
1.403571e+02 1.392857e+02 1.414286e+02
1.425000e+02 1.414286e+02 1.435714e+02
1.446429e+02 1.435714e+02 1.457143e+02
1.467857e+02 1.457143e+02 1.478571e+02
1.489286e+02 1.478571e+02 1.500000e+02
1.510714e+02 1.500000e+02 1.521429e+02
1.532143e+02 1.521429e+02 1.542857e+02
1.553571e+02 1.542857e+02 1.564286e+02
1.575000e+02 1.564286e+02 1.585714e+02
1.596429e+02 1.585714e+02 1.607143e+02
1.617857e+02 1.607143e+02 1.628571e+02
1.639286e+02 1.628571e+02 1.650000e+02
1.660714e+02 1.650000e+02 1.671429e+02
1.682143e+02 1.671429e+02 1.692857e+02
1.703571e+02 1.692857e+02 1.714286e+02
1.725000e+02 1.714286e+02 1.735714e+02
1.746429e+02 1.735714e+02 1.757143e+02
1.767857e+02 1.757143e+02 1.778571e+02
1.789286e+02 1.778571e+02 1.800000e+02
1.810714e+02 1.800000e+02 1.821429e+02
1.832143e+02 1.821429e+02 1.842857e+02
1.853571e+02 1.842857e+02 1.864286e+02
1.875000e+02 1.864286e+02 1.885714e+02
1.896429e+02 1.885714e+02 1.907143e+02
1.917857e+02 1.907143e+02 1.928571e+02
1.939286e+02 1.928571e+02 1.950000e+02
1.960714e+02 1.950000e+02 1.971429e+02
1.982143e+02 1.971429e+02 1.992857e+02
2.003571e+02 1.992857e+02 2.014286e+02
2.025000e+02 2.014286e+02 2.035714e+02
2.046429e+02 2.035714e+02 2.057143e+02
2.067857e+02 2.057143e+02 2.078571e+02
2.089286e+02 2.078571e+02 2.100000e+02
2.110714e+02 2.100000e+02 2.121429e+02
2.132143e+02 2.121429e+02 2.142857e+02
2.153571e+02 2.142857e+02 2.164286e+02
2.175000e+02 2.164286e+02 2.185714e+02
2.196429e+02 2.185714e+02 2.207143e+02
2.217857e+02 2.207143e+02 2.228571e+02
2.239286e+02 2.228571e+02 2.250000e+02
2.260714e+02 2.250000e+02 2.271429e+02
2.282143e+02 2.271429e+02 2.292857e+02
2.303571e+02 2.292857e+02 2.314286e+02
2.325000e+02 2.314286e+02 2.335714e+02
2.346429e+02 2.335714e+02 2.357143e+02
2.367857e+02 2.357143e+02 2.378571e+02
2.389286e+02 2.378571e+02 2.400000e+02
2.410714e+02 2.400000e+02 2.421429e+02
2.432143e+02 2.421429e+02 2.442857e+02
2.453571e+02 2.442857e+02 2.464286e+02
2.475000e+02 2.464286e+02 2.485714e+02
2.496429e+02 2.485714e+02 2.507143e+02
2.517857e+02 2.507143e+02 2.528571e+02
2.539286e+02 2.528571e+02 2.550000e+02
2.560714e+02 2.550000e+02 2.571429e+02
