    0.10000E-03    0.27235E+03
    0.10202E-03    0.27767E+03
    0.10408E-03    0.28309E+03
    0.10618E-03    0.28861E+03
    0.10833E-03    0.29424E+03
    0.11052E-03    0.29998E+03
    0.11275E-03    0.30584E+03
    0.11503E-03    0.31180E+03
    0.11735E-03    0.31789E+03
    0.11972E-03    0.32409E+03
    0.12214E-03    0.33041E+03
    0.12461E-03    0.33686E+03
    0.12712E-03    0.34343E+03
    0.12969E-03    0.35013E+03
    0.13231E-03    0.35696E+03
    0.13499E-03    0.36392E+03
    0.13771E-03    0.37102E+03
    0.14049E-03    0.37826E+03
    0.14333E-03    0.38564E+03
    0.14623E-03    0.39316E+03
    0.14918E-03    0.40082E+03
    0.15220E-03    0.40864E+03
    0.15527E-03    0.41661E+03
    0.15841E-03    0.42473E+03
    0.16161E-03    0.43301E+03
    0.16487E-03    0.44146E+03
    0.16820E-03    0.45006E+03
    0.17160E-03    0.45884E+03
    0.17507E-03    0.46778E+03
    0.17860E-03    0.47690E+03
    0.18221E-03    0.48619E+03
    0.18589E-03    0.49567E+03
    0.18965E-03    0.50533E+03
    0.19348E-03    0.51517E+03
    0.19739E-03    0.52521E+03
    0.20138E-03    0.53544E+03
    0.20544E-03    0.54587E+03
    0.20959E-03    0.55651E+03
    0.21383E-03    0.56735E+03
    0.21815E-03    0.57839E+03
    0.22255E-03    0.58966E+03
    0.22705E-03    0.60114E+03
    0.23164E-03    0.61284E+03
    0.23632E-03    0.62477E+03
    0.24109E-03    0.63693E+03
    0.24596E-03    0.64933E+03
    0.25093E-03    0.66196E+03
    0.25600E-03    0.67484E+03
    0.26117E-03    0.68797E+03
    0.26645E-03    0.70135E+03
    0.27183E-03    0.71499E+03
    0.27732E-03    0.72889E+03
    0.28292E-03    0.74306E+03
    0.28864E-03    0.75750E+03
    0.29447E-03    0.77222E+03
    0.30042E-03    0.78723E+03
    0.30649E-03    0.80252E+03
    0.31268E-03    0.81811E+03
    0.31899E-03    0.83399E+03
    0.32544E-03    0.85018E+03
    0.33201E-03    0.86669E+03
    0.33872E-03    0.88350E+03
    0.34556E-03    0.90064E+03
    0.35254E-03    0.91811E+03
    0.35966E-03    0.93592E+03
    0.36693E-03    0.95406E+03
    0.37434E-03    0.97255E+03
    0.38190E-03    0.99139E+03
    0.38962E-03    0.10106E+04
    0.39749E-03    0.10302E+04
    0.40552E-03    0.10501E+04
